L,seed,arm,realized_source_injection,n_accept_remote_halo,n_accept_shell_preload,n_reject_inside_track,n_reject_occupied,n_reject_track_adjacency_legacy,n_reject_quota,shell_preload_decision_fraction,remote_halo_mass_exactly_zero,remote_halo_mass_value,mass_split_recoverable,reason
24,980002,DIRECT_INTERFACE_Q100,47.61345777030388,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,D1_LEGACY_Q005,0.10532483664262327,1,0,1,0,14,8,0.0,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,D1_REDESIGNED_Q005,5.325276471436366,0,717,788,0,0,415,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,D2_REDESIGNED_Q005,8.425986931409854,65,604,111,18,0,1282,0.9028400597907325,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,D2_REDESIGNED_Q020,15.926233765301554,29,1237,439,29,0,346,0.9770932069510269,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,D2_REDESIGNED_Q050,17.243228740102147,27,848,1003,8,0,194,0.9691428571428572,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,D2_REDESIGNED_Q100,19.13982976353077,25,546,1239,18,0,252,0.9562171628721541,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980003,DIRECT_INTERFACE_Q100,46.32099935047139,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,D1_REDESIGNED_Q005,5.346518123515302,0,597,995,0,0,408,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,D2_REDESIGNED_Q005,8.436570565615886,50,659,120,18,0,1313,0.9294781382228491,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,D2_REDESIGNED_Q020,16.12268036065073,30,1050,652,38,0,390,0.9722222222222222,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,D2_REDESIGNED_Q050,17.62795445726716,27,742,1194,26,0,171,0.9648894668400521,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,D2_REDESIGNED_Q100,19.297596590866767,25,477,1411,15,0,232,0.950199203187251,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980004,DIRECT_INTERFACE_Q100,47.73103159204742,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,D1_REDESIGNED_Q005,5.520955913722749,0,760,921,0,0,399,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,D2_REDESIGNED_Q005,8.384094671617742,64,637,182,9,0,1348,0.9087018544935807,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,D2_REDESIGNED_Q020,16.207015725239668,30,1033,733,43,0,401,0.9717779868297272,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,D2_REDESIGNED_Q050,18.20604477614757,30,658,1223,24,0,305,0.9563953488372093,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,D2_REDESIGNED_Q100,19.279682531012224,24,499,1600,12,0,105,0.9541108986615678,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980005,DIRECT_INTERFACE_Q100,51.33293962410313,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,D1_REDESIGNED_Q005,5.008253230221503,0,656,928,0,0,416,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,D2_REDESIGNED_Q005,8.293720950235441,63,619,84,11,0,1383,0.907624633431085,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,D2_REDESIGNED_Q020,15.84602168520685,29,1217,494,23,0,397,0.9767255216693419,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,D2_REDESIGNED_Q050,17.29435775562655,25,830,1121,6,0,178,0.9707602339181286,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,D2_REDESIGNED_Q100,18.493082093593696,24,380,1629,13,0,114,0.9405940594059405,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980006,DIRECT_INTERFACE_Q100,48.85023613595187,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,D1_LEGACY_Q005,0.2091377298852788,2,0,5,0,24,21,0.0,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,D1_REDESIGNED_Q005,5.26958405171329,0,674,1024,0,0,382,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,D2_REDESIGNED_Q005,8.365509195411159,60,614,111,13,0,1442,0.9109792284866469,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,D2_REDESIGNED_Q020,16.555317495899207,30,1355,447,19,0,389,0.9783393501805054,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,D2_REDESIGNED_Q050,17.6347983580849,25,1105,927,11,0,172,0.9778761061946902,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,D2_REDESIGNED_Q100,19.476539484461572,25,372,1710,11,0,122,0.9370277078085643,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980007,DIRECT_INTERFACE_Q100,47.29729935960329,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,D1_REDESIGNED_Q005,6.706463854340998,0,797,645,0,0,558,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,D2_REDESIGNED_Q005,8.379044037103828,72,405,176,29,0,1478,0.8490566037735849,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,D2_REDESIGNED_Q020,17.772645471702475,33,1038,627,33,0,429,0.969187675070028,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,D2_REDESIGNED_Q050,19.622751268898497,31,710,1170,27,0,222,0.9581646423751687,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,D2_REDESIGNED_Q100,20.57615672894237,26,566,1416,12,0,140,0.956081081081081,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
24,980008,DIRECT_INTERFACE_Q100,50.19515981769506,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,D1_REDESIGNED_Q005,6.953390994484042,0,933,1149,0,0,478,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,D2_REDESIGNED_Q005,14.798451012512157,70,868,413,39,0,1330,0.9253731343283582,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,D2_REDESIGNED_Q020,19.932520194084024,29,1058,1103,14,0,516,0.9733210671573137,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,D2_REDESIGNED_Q050,21.37403128195606,31,701,1811,11,0,166,0.9576502732240437,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,D2_REDESIGNED_Q100,23.903333170778353,33,253,2333,9,0,92,0.8846153846153846,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980100,DIRECT_INTERFACE_Q100,72.03131563729461,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,D1_REDESIGNED_Q005,7.368733710361463,0,910,1357,0,0,293,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,D2_REDESIGNED_Q005,14.876981880166797,70,1111,243,18,0,1278,0.9407281964436918,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,D2_REDESIGNED_Q020,21.506567486139932,29,924,1310,15,0,442,0.9695697796432319,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,D2_REDESIGNED_Q050,23.207715166935042,32,665,1794,18,0,211,0.9540889526542324,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,D2_REDESIGNED_Q100,25.7824037763384,33,196,1974,9,0,100,0.8558951965065502,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980101,DIRECT_INTERFACE_Q100,67.31119189996264,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,D1_REDESIGNED_Q005,7.925216880706345,0,919,1400,0,0,481,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,D2_REDESIGNED_Q005,14.85259014643674,72,1037,268,18,0,1485,0.9350766456266907,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,D2_REDESIGNED_Q020,22.414332038523632,35,789,1565,10,0,481,0.9575242718446602,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,D2_REDESIGNED_Q050,24.38630743486699,37,537,1994,16,0,296,0.9355400696864111,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,D2_REDESIGNED_Q100,26.662978631346103,35,229,1832,10,0,162,0.8674242424242424,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980102,DIRECT_INTERFACE_Q100,73.38413031010222,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,D1_REDESIGNED_Q005,7.4783236119125425,0,823,1094,0,0,723,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,D2_REDESIGNED_Q005,14.792911931490673,73,904,203,23,0,1597,0.925281473899693,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,D2_REDESIGNED_Q020,22.85138850005634,26,1092,1212,24,0,446,0.9767441860465116,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,D2_REDESIGNED_Q050,25.37969832177714,38,550,1890,10,0,277,0.935374149659864,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,D2_REDESIGNED_Q100,26.177861018969608,34,554,1368,12,0,832,0.9421768707482994,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980103,DIRECT_INTERFACE_Q100,69.28882943892425,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,D1_REDESIGNED_Q005,6.57187079584667,0,836,1425,0,0,299,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,D2_REDESIGNED_Q005,14.785453241346183,68,952,311,35,0,1354,0.9333333333333333,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,D2_REDESIGNED_Q020,20.778741792224682,25,1118,1180,20,0,377,0.9781277340332458,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,D2_REDESIGNED_Q050,22.66745610594174,31,738,1607,23,0,321,0.9596879063719116,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,D2_REDESIGNED_Q100,24.47359907494779,30,409,2182,9,0,90,0.9316628701594533,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980104,DIRECT_INTERFACE_Q100,66.25409090391788,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,D1_REDESIGNED_Q005,7.875118549175048,0,924,991,0,0,805,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,D2_REDESIGNED_Q005,14.972633825238681,76,519,142,230,0,2073,0.8722689075630252,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,D2_REDESIGNED_Q020,26.64395483654471,43,725,1399,257,0,616,0.9440104166666666,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,D2_REDESIGNED_Q050,28.73528745572676,42,690,1796,270,0,242,0.9426229508196722,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,D2_REDESIGNED_Q100,30.004475372041398,39,664,1956,260,0,121,0.9445234708392604,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980105,DIRECT_INTERFACE_Q100,70.30368898394507,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,D1_REDESIGNED_Q005,6.90681387265131,0,946,1117,0,0,577,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,D2_REDESIGNED_Q005,14.646147326970256,72,978,305,20,0,1425,0.9314285714285714,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,D2_REDESIGNED_Q020,20.989224157459294,26,975,1362,7,0,430,0.974025974025974,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,D2_REDESIGNED_Q050,23.20365194153029,35,613,1740,11,0,401,0.9459876543209876,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,D2_REDESIGNED_Q100,25.114358479912205,32,337,2260,2,0,169,0.9132791327913279,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980106,DIRECT_INTERFACE_Q100,71.328717073782,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,D1_REDESIGNED_Q005,8.494625069904052,0,983,905,0,0,752,1.0,True,0.0,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,D2_REDESIGNED_Q005,14.941023212562364,74,810,319,51,0,1546,0.916289592760181,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,D2_REDESIGNED_Q020,23.353466715708905,37,857,1382,25,0,499,0.9586129753914989,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,D2_REDESIGNED_Q050,24.7300901573631,35,820,1657,30,0,258,0.9590643274853801,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,D2_REDESIGNED_Q100,25.850417445712782,32,523,2051,31,0,163,0.9423423423423424,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980107,DIRECT_INTERFACE_Q100,73.30697553157198,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,SHAM,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,D1_LEGACY_Q005,0.0,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,D1_REDESIGNED_Q005,8.725859757792577,10,674,1174,68,0,714,0.9853801169590644,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,D2_REDESIGNED_Q005,14.73092340060546,76,312,70,486,0,2336,0.8041237113402062,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,D2_REDESIGNED_Q020,27.128309400315572,41,991,993,613,0,642,0.9602713178294574,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,D2_REDESIGNED_Q050,30.85751872932156,46,682,1623,626,0,303,0.9368131868131868,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,D2_REDESIGNED_Q100,32.81431298403639,45,468,1850,634,0,283,0.9122807017543859,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
32,980108,DIRECT_INTERFACE_Q100,67.32751600041428,0,0,0,0,0,0,,False,,False,per-tag MASS was never persisted; only decision COUNTS. The split is exact only when one tag has zero decisions.
