L,seed,arm,M256,incumbent_256_over_M256_at_t256,ambient_256_inside_C256_at_t256,fresh_source_inside_C256_at_t256,numeric_t256_assertion_written_to_raw,field_identity_residual_max,system_balance_residual,incumbent_absolute_residual_2048,is_historical_t0_tracer,label_check,verdict
24,980001,D1_REDESIGNED_Q005,163.802720436871,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.6645352591003757e-15,0.0,0.8381919326482994,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980001,D2_REDESIGNED_Q005,163.802720436871,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.3306690738754696e-15,2.842170943040401e-14,0.8281912537424386,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980001,D2_REDESIGNED_Q020,163.802720436871,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,5.684341886080802e-14,0.781759878408776,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980001,D2_REDESIGNED_Q050,163.802720436871,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.6645352591003757e-15,2.842170943040401e-14,0.777845110174884,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980001,D2_REDESIGNED_Q100,163.802720436871,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,2.842170943040401e-14,0.773525233873248,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980001,DIRECT_INTERFACE_Q100,163.802720436871,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,4.9960036108132044e-15,2.842170943040401e-14,0.608709204656033,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,SHAM,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,2.842170943040401e-14,0.8569867110434243,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,D1_LEGACY_Q005,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,2.842170943040401e-14,0.8608793892856422,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,D1_REDESIGNED_Q005,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,0.0,0.8420146857387752,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,D2_REDESIGNED_Q005,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,2.842170943040401e-14,0.8197087016539516,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,D2_REDESIGNED_Q020,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.9968028886505635e-15,2.842170943040401e-14,0.7713702328993488,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,D2_REDESIGNED_Q050,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.4424906541753444e-15,2.842170943040401e-14,0.7734079383564216,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,D2_REDESIGNED_Q100,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.6645352591003757e-15,2.842170943040401e-14,0.7727419356738093,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980002,DIRECT_INTERFACE_Q100,164.8945742034993,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,6.328271240363392e-15,0.0,0.5983203667729345,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,SHAM,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.4416913763379853e-15,0.0,0.8606616332348427,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,D1_LEGACY_Q005,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,0.0,0.8605619463203245,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,D1_REDESIGNED_Q005,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,0.0,0.8480496363695704,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,D2_REDESIGNED_Q005,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.3314683517128287e-15,5.684341886080802e-14,0.8263157900991555,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,D2_REDESIGNED_Q020,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,5.684341886080802e-14,0.7911216979625699,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,D2_REDESIGNED_Q050,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,0.0,0.7873010963698819,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,D2_REDESIGNED_Q100,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.1086244689504383e-15,5.684341886080802e-14,0.7768945300357332,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980003,DIRECT_INTERFACE_Q100,168.51973862819722,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,5.88418203051333e-15,0.0,0.6182435792926246,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,SHAM,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.3306690738754696e-15,5.684341886080802e-14,0.8714649376136817,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,D1_LEGACY_Q005,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.3306690738754696e-15,5.684341886080802e-14,0.8714649376136817,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,D1_REDESIGNED_Q005,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,5.684341886080802e-14,0.8555206711058843,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,D2_REDESIGNED_Q005,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,0.0,0.8315132908189983,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,D2_REDESIGNED_Q020,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.774758283725532e-15,0.0,0.7891091639708901,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,D2_REDESIGNED_Q050,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.9976021664879227e-15,0.0,0.7869092401884146,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,D2_REDESIGNED_Q100,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.886579864025407e-15,5.684341886080802e-14,0.7838627624795185,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980004,DIRECT_INTERFACE_Q100,168.7314113123176,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,5.10702591327572e-15,0.0,0.6078395435301293,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,SHAM,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,2.842170943040401e-14,0.8698004975335918,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,D1_LEGACY_Q005,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,2.842170943040401e-14,0.8698004975335918,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,D1_REDESIGNED_Q005,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.4416913763379853e-15,5.684341886080802e-14,0.8468418150614382,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,D2_REDESIGNED_Q005,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,8.526512829121202e-14,0.8274359947012151,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,D2_REDESIGNED_Q020,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.219646771412954e-15,8.526512829121202e-14,0.7886976571252131,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,D2_REDESIGNED_Q050,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.4424906541753444e-15,2.842170943040401e-14,0.7860920848325613,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,D2_REDESIGNED_Q100,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.7755575615628914e-15,2.842170943040401e-14,0.7867778359717066,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980005,DIRECT_INTERFACE_Q100,167.6818934323548,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,4.773959005888173e-15,2.842170943040401e-14,0.5996571734962807,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980006,SHAM,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.55351295663786e-15,0.0,0.863088547566719,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980006,D1_LEGACY_Q005,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,2.55351295663786e-15,0.0,0.863088547566719,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980006,D1_REDESIGNED_Q005,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.552713678800501e-15,2.842170943040401e-14,0.8482310822510806,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980006,D2_REDESIGNED_Q005,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.3306690738754696e-15,2.842170943040401e-14,0.8261337344060938,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980006,D2_REDESIGNED_Q020,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.4416913763379853e-15,0.0,0.7827932551456834,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
24,980006,D2_REDESIGNED_Q050,165.87441900470895,1.0 BY CONSTRUCTION (Provenance.__init__: inc[i]=m[i] for i in cells256),0.0 BY CONSTRUCTION (amb[i]=0.0 for i in cells256),0.0 BY CONSTRUCTION (np.zeros_like),False,3.6637359812630166e-15,5.684341886080802e-14,0.7781324344014807,False,"0.865/0.902 (SHAM) IS incumbent_256/M256: DSC_04 carries ONE incumbent field and it is built at t256 from cells256, not at t0",PASS_BY_CODE_PATH_AND_IDENTITY_RESIDUAL
