arm,block,law,n_sink_elig,planned,q_event,realized_sink,reject_reason,rejected,sink_capacity,size,source_capacity,time
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.0764332796894673,NONE,False,80.64493079129271,24,24.355069208707313,3088
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.076433279689468,NONE,False,80.37161909330008,24,24.628380906699913,3344
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.076433279689467,NONE,False,80.11462146768166,24,24.88537853231837,3600
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.0764332796894673,NONE,False,79.87153124563848,24,25.128468754361556,3856
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.076433279689468,NONE,False,79.64052334755735,24,25.359476652442634,4112
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.0764332796894673,NONE,False,79.42015913263577,24,25.579840867364254,4368
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.0764332796894673,NONE,False,79.20927275431846,24,25.79072724568156,4624
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.076433279689468,NONE,False,79.00689982099436,24,25.99310017900566,4880
SRC_SINKSIDE,LAW_16_L24_S950000,LAW_16,105,2.0764332796894673,2.0764332796894673,2.0764332796894673,NONE,False,78.81222929544059,24,26.18777070455941,5136
PARENT,LAW_16_L24_S950001,LAW_16,111,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,86.74248594686854,24,21.58893647828887,272
PARENT,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,84.26406051780094,24,19.765378441475676,288
PARENT,LAW_16_L24_S950001,LAW_16,104,2.0665706407282975,2.0665706407282975,2.066570640728297,NONE,False,81.65226946313712,24,17.9560944476493,304
PARENT,LAW_16_L24_S950001,LAW_16,99,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,78.54174811137923,24,16.229236424762057,320
PARENT,LAW_16_L24_S950001,LAW_16,96,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,76.0626923725238,24,14.53848083512548,336
PARENT,LAW_16_L24_S950001,LAW_16,93,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,73.55236659414868,24,12.840315565194093,352
PARENT,LAW_16_L24_S950001,LAW_16,89,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,70.85548062217934,24,11.14424032174991,368
PARENT,LAW_16_L24_S950001,LAW_16,86,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,68.37311204202426,24,9.490938295690052,384
PARENT,LAW_16_L24_S950001,LAW_16,66,2.0665706407282975,0.4588602257362284,0.4588602257362284,NONE,False,52.02767189442163,24,0.4588602257362284,528
PARENT,LAW_16_L24_S950001,LAW_16,50,2.0665706407282975,0.32060407394744417,0.32060407394744417,NONE,False,40.56517175809654,24,0.32060407394744417,784
PARENT,LAW_16_L24_S950001,LAW_16,41,2.0665706407282975,0.25679202029086545,0.25679202029086545,NONE,False,33.5895795096058,24,0.25679202029086545,1040
PARENT,LAW_16_L24_S950001,LAW_16,34,2.0665706407282975,0.22485983612839044,0.22485983612839044,NONE,False,28.142943920585232,24,0.22485983612839044,1296
PARENT,LAW_16_L24_S950001,LAW_16,29,2.0665706407282975,0.2098997996217904,0.2098997996217904,NONE,False,23.97379288304562,24,0.2098997996217904,1552
PARENT,LAW_16_L24_S950001,LAW_16,26,2.0665706407282975,0.2070198580700977,0.2070198580700977,NONE,False,20.8582561811225,24,0.2070198580700977,1808
PARENT,LAW_16_L24_S950001,LAW_16,23,2.0665706407282975,0.20643788283259779,0.20643788283259779,NONE,False,18.101620435421545,24,0.20643788283259779,2064
PARENT,LAW_16_L24_S950001,LAW_16,19,2.0665706407282975,0.20568584350585128,0.20568584350585128,NONE,False,15.09323948805063,24,0.20568584350585128,2320
PARENT,LAW_16_L24_S950001,LAW_16,17,2.0665706407282975,0.21760249034293677,0.21760249034293677,NONE,False,13.143496478735196,24,0.21760249034293677,2576
PARENT,LAW_16_L24_S950001,LAW_16,15,2.0665706407282975,0.23653954147930145,0.23653954147930145,NONE,False,11.404613823899451,24,0.23653954147930145,2832
PARENT,LAW_16_L24_S950001,LAW_16,12,2.0665706407282975,0.25014461760944795,0.25014461760944795,NONE,False,9.274462539996794,24,0.25014461760944795,3088
PARENT,LAW_16_L24_S950001,LAW_16,11,2.0665706407282975,0.2562249348946354,0.2562249348946354,NONE,False,8.245902251774297,24,0.2562249348946354,3344
PARENT,LAW_16_L24_S950001,LAW_16,12,2.0665706407282975,0.276794041624163,0.276794041624163,NONE,False,7.63946096837142,24,0.276794041624163,3600
PARENT,LAW_16_L24_S950001,LAW_16,7,2.0665706407282975,0.2892078832542292,0.2892078832542292,NONE,False,4.842612687336851,24,0.2892078832542292,3856
PARENT,LAW_16_L24_S950001,LAW_16,6,2.0665706407282975,0.2905001492315751,0.2905001492315751,NONE,False,3.756995888151243,24,0.2905001492315751,4112
PARENT,LAW_16_L24_S950001,LAW_16,4,2.0665706407282975,0.30199476040703177,0.30199476040703177,NONE,False,2.3600075255509165,24,0.30199476040703177,4368
PARENT,LAW_16_L24_S950001,LAW_16,2,2.0665706407282975,0.318110609400316,0.318110609400316,NONE,False,1.0392578221215127,24,0.318110609400316,4624
PARENT,LAW_16_L24_S950001,LAW_16,2,2.0665706407282975,0.4914755710727491,0.4914755710727491,NONE,False,0.9172469093698891,24,0.4914755710727491,4880
PARENT,LAW_16_L24_S950001,LAW_16,0,2.0665706407282975,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,1.4489021418612973,5136
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,111,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,86.74248594686854,24,24.257514053131413,272
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,110,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,86.23924165190043,24,23.76075834809955,288
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,109,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,85.9225769726186,24,23.077423027381403,304
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,110,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,86.24083403151651,24,23.7591659684835,320
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,110,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,86.13542020903019,24,23.8645797909698,336
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,110,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,86.03267262231905,24,23.96732737768098,352
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,110,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,85.94517794395401,24,24.054822056046007,368
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,110,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,85.8604178586448,24,24.13958214135518,384
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,111,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,85.75090513606341,24,25.249094863936634,528
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,109,2.0665706407282975,2.0665706407282975,2.066570640728298,NONE,False,84.20942124279077,24,24.790578757209197,784
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,83.27298638334851,24,24.727013616651522,1040
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,82.89209832845688,24,25.1079016715431,1296
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,82.57288353787247,24,25.427116462127515,1552
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,82.29617264602022,24,25.703827353979804,1808
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,82.05097316736696,24,25.949026832633113,2064
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,81.83009457196873,24,26.1699054280313,2320
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,81.62853838781332,24,26.37146161218671,2576
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,81.44269166036882,24,26.557308339631163,2832
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,81.26986284712468,24,26.73013715287529,3088
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,81.10799730914613,24,26.892002690853854,3344
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,80.95549415885196,24,27.04450584114806,3600
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,108,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,80.81108499304352,24,27.188915006956453,3856
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,107,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,80.22543465636078,24,26.774565343639267,4112
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,107,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,80.09716455852661,24,26.902835441473368,4368
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,107,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,79.9743128932387,24,27.025687106761314,4624
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,107,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,79.85639242643559,24,27.14360757356441,4880
SRC_SINKSIDE,LAW_16_L24_S950001,LAW_16,107,2.0665706407282975,2.0665706407282975,2.0665706407282975,NONE,False,79.7436010550726,24,27.256398944927373,5136
PARENT,LAW_16_L24_S950002,LAW_16,105,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.87593981730708,24,23.538635068517188,272
PARENT,LAW_16_L24_S950002,LAW_16,100,2.0812807519641185,2.0812807519641185,2.081280751964118,NONE,False,78.93700397525156,24,21.6398304352366,288
PARENT,LAW_16_L24_S950002,LAW_16,97,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.48175499903361,24,19.84910888733883,304
PARENT,LAW_16_L24_S950002,LAW_16,94,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,74.03600942827673,24,18.086547019579243,320
PARENT,LAW_16_L24_S950002,LAW_16,89,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,70.90087105207452,24,16.31709475428662,336
PARENT,LAW_16_L24_S950002,LAW_16,86,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,68.43164558933624,24,14.583388577729703,352
PARENT,LAW_16_L24_S950002,LAW_16,83,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,65.874404827601,24,12.875413454114046,368
PARENT,LAW_16_L24_S950002,LAW_16,80,2.0812807519641185,2.0812807519641185,2.081280751964119,NONE,False,63.40060909759683,24,11.175636616155778,384
PARENT,LAW_16_L24_S950002,LAW_16,57,2.0812807519641185,0.4627985923576672,0.4627985923576672,NONE,False,45.67624697784179,24,0.4627985923576672,528
PARENT,LAW_16_L24_S950002,LAW_16,41,2.0812807519641185,0.32354601213884593,0.32354601213884593,NONE,False,33.95376970694083,24,0.32354601213884593,784
PARENT,LAW_16_L24_S950002,LAW_16,33,2.0812807519641185,0.262482877167197,0.262482877167197,NONE,False,27.314772604609697,24,0.262482877167197,1040
PARENT,LAW_16_L24_S950002,LAW_16,28,2.0812807519641185,0.23884255032677382,0.23884255032677382,NONE,False,22.82315864423385,24,0.23884255032677382,1296
PARENT,LAW_16_L24_S950002,LAW_16,24,2.0812807519641185,0.23047883181989515,0.23047883181989515,NONE,False,18.821286463019906,24,0.23047883181989515,1552
PARENT,LAW_16_L24_S950002,LAW_16,21,2.0812807519641185,0.22736682287633458,0.22736682287633458,NONE,False,15.998057815244305,24,0.22736682287633458,1808
PARENT,LAW_16_L24_S950002,LAW_16,16,2.0812807519641185,0.23798194247589688,0.23798194247589688,NONE,False,12.586497879136239,24,0.23798194247589688,2064
PARENT,LAW_16_L24_S950002,LAW_16,16,2.0812807519641185,0.265205188324002,0.265205188324002,NONE,False,11.235444703323756,24,0.265205188324002,2320
PARENT,LAW_16_L24_S950002,LAW_16,10,2.0812807519641185,0.284163221034862,0.284163221034862,NONE,False,7.658899619941538,24,0.284163221034862,2576
PARENT,LAW_16_L24_S950002,LAW_16,11,2.0812807519641185,0.2984856417223236,0.2984856417223236,NONE,False,7.157365169205243,24,0.2984856417223236,2832
PARENT,LAW_16_L24_S950002,LAW_16,6,2.0812807519641185,0.30404207107076275,0.30404207107076275,NONE,False,4.364182743789244,24,0.30404207107076275,3088
PARENT,LAW_16_L24_S950002,LAW_16,6,2.0812807519641185,0.3135209126432522,0.3135209126432522,NONE,False,3.7340641423247893,24,0.3135209126432522,3344
PARENT,LAW_16_L24_S950002,LAW_16,2,2.0812807519641185,0.3287799882038378,0.3287799882038378,NONE,False,1.148227853462075,24,0.3287799882038378,3600
PARENT,LAW_16_L24_S950002,LAW_16,0,2.0812807519641185,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,0.3465024593723399,3856
PARENT,LAW_16_L24_S950002,LAW_16,0,2.0812807519641185,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,1.223435111411828,4112
PARENT,LAW_16_L24_S950002,LAW_16,0,2.0812807519641185,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,1.9376801046305996,4368
PARENT,LAW_16_L24_S950002,LAW_16,0,2.0812807519641185,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,2.251978632045118,4624
PARENT,LAW_16_L24_S950002,LAW_16,0,2.0812807519641185,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,4.0726741045444825,4880
PARENT,LAW_16_L24_S950002,LAW_16,2,2.0812807519641185,0.9019646487352979,0.9019646487352979,NONE,False,0.9019646487352979,24,5.486193400221194,5136
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,105,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.87593981730708,24,23.124060182692933,272
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.081280751964118,NONE,False,81.2670193749261,24,21.73298062507389,288
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.22400188686454,24,21.775998113135458,304
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.09891866936104,24,21.901081330638945,320
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.47276486037046,24,22.527235139629497,336
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.39294493717084,24,22.607055062829158,352
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.31778979542187,24,22.68221020457814,368
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,81.24181527403772,24,22.758184725962263,384
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,80.66671868725965,24,23.333281312740294,528
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.081280751964119,NONE,False,79.92657536330152,24,24.07342463669851,784
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,79.38312388375547,24,24.616876116244537,1040
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,104,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,78.95606865163676,24,25.043931348363248,1296
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.081280751964118,NONE,False,78.15862187134634,24,24.84137812865363,1552
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.081280751964119,NONE,False,77.87591859179933,24,25.124081408200635,1808
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,77.64203632436195,24,25.35796367563808,2064
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,77.4472412867473,24,25.55275871325267,2320
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,77.28477092541806,24,25.715229074581956,2576
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,77.15101232585212,24,25.848987674147896,2832
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,77.04264787802603,24,25.95735212197397,3088
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.95703510919627,24,26.042964890803724,3344
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.89213296208385,24,26.107867037916144,3600
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.081280751964119,NONE,False,76.84636566541415,24,26.15363433458584,3856
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.81855607084957,24,26.181443929150426,4112
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.80652418897932,24,26.193475811020644,4368
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,103,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.79802441583489,24,26.201975584165087,4624
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,102,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.34423509275838,24,25.655764907241597,4880
SRC_SINKSIDE,LAW_16_L24_S950002,LAW_16,102,2.0812807519641185,2.0812807519641185,2.0812807519641185,NONE,False,76.34354267845534,24,25.656457321544664,5136
PARENT,LAW_16_L24_S950003,LAW_16,109,2.139768884887816,2.139768884887816,2.139768884887816,NONE,False,84.41617790989638,24,22.376201553353734,272
PARENT,LAW_16_L24_S950003,LAW_16,104,2.139768884887816,2.139768884887816,2.1397688848878156,NONE,False,81.07176310392691,24,20.479686786881373,288
PARENT,LAW_16_L24_S950003,LAW_16,100,2.139768884887816,2.139768884887816,2.139768884887816,NONE,False,78.66830552482767,24,18.66917305150363,304
PARENT,LAW_16_L24_S950003,LAW_16,97,2.139768884887816,2.139768884887816,2.139768884887816,NONE,False,75.97988915338138,24,16.84723278108099,320
PARENT,LAW_16_L24_S950003,LAW_16,94,2.139768884887816,2.139768884887816,2.139768884887816,NONE,False,73.65215769522653,24,15.106005462278219,336
