block,event,mask_registration,placement,planned,realized,rejected,sink_capacity,size,source_capacity,spacing,time
L24_S990000,16,0.6875,INTERFACE,2.099374250876334,0.15834587667652344,False,63.289086734475795,24,0.15834587667652344,4,336
L24_S990000,32,0.6339285714285714,INTERFACE,2.099374250876334,0.1291832548183448,False,58.469949714425844,24,0.1291832548183448,4,400
L24_S990000,48,0.5892857142857143,INTERFACE,2.099374250876334,0.11243381028252342,False,54.49054052653531,24,0.11243381028252342,4,464
L24_S990000,64,0.5535714285714286,INTERFACE,2.099374250876334,0.10092095705106341,False,51.27430447882101,24,0.10092095705106341,4,528
L24_S990000,80,0.5178571428571429,INTERFACE,2.099374250876334,0.0922481461502177,False,48.309520931629,24,0.0922481461502177,4,592
L24_S990000,96,0.5,INTERFACE,2.099374250876334,0.08534217205110461,False,46.32167056840625,24,0.08534217205110461,4,656
L24_S990000,112,0.4732142857142857,INTERFACE,2.099374250876334,0.0796620740871321,False,44.00143245982455,24,0.0796620740871321,4,720
L24_S990000,128,0.4642857142857143,INTERFACE,2.099374250876334,0.07489641792151469,False,42.69424688285678,24,0.07489641792151469,4,784
L24_S990000,144,0.42857142857142855,INTERFACE,2.099374250876334,0.07084091604099296,False,40.29157331265032,24,0.07084091604099296,4,848
L24_S990000,160,0.4107142857142857,INTERFACE,2.099374250876334,0.06730005631398162,False,38.4551635575653,24,0.06730005631398162,4,912
L24_S990000,176,0.39285714285714285,INTERFACE,2.099374250876334,0.06429137339110258,False,37.063933305278496,24,0.06429137339110258,4,976
L24_S990000,192,0.375,INTERFACE,2.099374250876334,0.06172997716601747,False,35.38382034784917,24,0.06172997716601747,4,1040
L24_S990000,208,0.36607142857142855,INTERFACE,2.099374250876334,0.05957114027339172,False,34.28408756799331,24,0.05957114027339172,4,1104
L24_S990000,224,0.3482142857142857,INTERFACE,2.099374250876334,0.05774186974163675,False,32.837268635567234,24,0.05774186974163675,4,1168
L24_S990000,240,0.3392857142857143,INTERFACE,2.099374250876334,0.05617661568910204,False,31.777623495597325,24,0.05617661568910204,4,1232
L24_S990000,256,0.3392857142857143,INTERFACE,2.099374250876334,0.054837919259043244,False,31.24603864315862,24,0.054837919259043244,4,1296
L24_S990000,272,0.3125,INTERFACE,2.099374250876334,0.0536776925767678,False,29.364384036080665,24,0.0536776925767678,4,1360
L24_S990000,288,0.30357142857142855,INTERFACE,2.099374250876334,0.05265030659971626,False,28.421547023162642,24,0.05265030659971626,4,1424
L24_S990000,304,0.29464285714285715,INTERFACE,2.099374250876334,0.05173712440455225,False,27.454069963105106,24,0.05173712440455225,4,1488
L24_S990000,320,0.29464285714285715,INTERFACE,2.099374250876334,0.051079956230831725,False,26.922005961963936,24,0.051079956230831725,4,1552
L24_S990000,336,0.26785714285714285,INTERFACE,2.099374250876334,0.0506330291956858,False,25.20977718996561,24,0.0506330291956858,4,1616
L24_S990000,352,0.25892857142857145,INTERFACE,2.099374250876334,0.05037044694002768,False,24.344292257639573,24,0.05037044694002768,4,1680
L24_S990000,368,0.25892857142857145,INTERFACE,2.099374250876334,0.05015798159605611,False,23.878960625551073,24,0.05015798159605611,4,1744
L24_S990000,384,0.26785714285714285,INTERFACE,2.099374250876334,0.050055185296346894,False,23.909322090639463,24,0.050055185296346894,4,1808
L24_S990000,400,0.25,INTERFACE,2.099374250876334,0.05000164763052639,False,22.61572765572048,24,0.05000164763052639,4,1872
L24_S990000,416,0.22321428571428573,INTERFACE,2.099374250876334,0.04992132745059141,False,20.87634290593845,24,0.04992132745059141,4,1936
L24_S990000,432,0.22321428571428573,INTERFACE,2.099374250876334,0.049923787790272955,False,20.516134764112998,24,0.049923787790272955,4,2000
L24_S990000,448,0.25,INTERFACE,2.099374250876334,0.05001770619571011,False,21.487663017082948,24,0.05001770619571011,4,2064
L24_S990000,464,0.20535714285714285,INTERFACE,2.099374250876334,0.050016115478890844,False,18.915151212351475,24,0.050016115478890844,4,2128
L24_S990000,480,0.20535714285714285,INTERFACE,2.099374250876334,0.04999929220730681,False,18.602285046416945,24,0.04999929220730681,4,2192
L24_S990000,496,0.20535714285714285,INTERFACE,2.099374250876334,0.05008928707756377,False,18.149185760129004,24,0.05008928707756377,4,2256
L24_S990000,0,1.0,INTERFACE,2.099374250876334,2.099374250876334,False,89.55073253334693,24,19.785003174518554,16,272
L24_S990000,4,0.875,INTERFACE,2.099374250876334,2.099374250876334,False,78.82100697713527,24,12.63471727771094,16,336
L24_S990000,8,0.75,INTERFACE,2.099374250876334,2.0993742508763344,False,68.09520222191293,24,5.898118119675911,16,400
L24_S990000,12,0.6607142857142857,INTERFACE,2.099374250876334,0.5058483926334312,False,59.87120394001799,24,0.5058483926334312,16,464
L24_S990000,16,0.6160714285714286,INTERFACE,2.099374250876334,0.4390512822879167,False,56.31940573370216,24,0.4390512822879167,16,528
L24_S990000,20,0.5803571428571429,INTERFACE,2.099374250876334,0.3942304035156219,False,53.070516784887715,24,0.3942304035156219,16,592
L24_S990000,24,0.5446428571428571,INTERFACE,2.099374250876334,0.36076371491016457,False,50.371155783197246,24,0.36076371491016457,16,656
L24_S990000,28,0.5089285714285714,INTERFACE,2.099374250876334,0.33421154461469904,False,47.24956075125049,24,0.33421154461469904,16,720
L24_S990000,32,0.5,INTERFACE,2.099374250876334,0.31229890665053517,False,46.01120178185419,24,0.31229890665053517,16,784
L24_S990000,36,0.48214285714285715,INTERFACE,2.099374250876334,0.2938279518697141,False,44.52115291180645,24,0.2938279518697141,16,848
L24_S990000,40,0.4642857142857143,INTERFACE,2.099374250876334,0.27809660003579095,False,42.61187544789572,24,0.27809660003579095,16,912
L24_S990000,44,0.4375,INTERFACE,2.099374250876334,0.2645871291856686,False,40.63339142003793,24,0.2645871291856686,16,976
L24_S990000,48,0.4107142857142857,INTERFACE,2.099374250876334,0.2526487565997835,False,38.46662537361932,24,0.2526487565997835,16,1040
L24_S990000,52,0.4107142857142857,INTERFACE,2.099374250876334,0.24229130973186186,False,37.75258489150012,24,0.24229130973186186,16,1104
L24_S990000,56,0.38392857142857145,INTERFACE,2.099374250876334,0.23346321103930112,False,36.08714063819691,24,0.23346321103930112,16,1168
L24_S990000,60,0.38392857142857145,INTERFACE,2.099374250876334,0.22598029884979465,False,35.4201280871377,24,0.22598029884979465,16,1232
L24_S990000,64,0.36607142857142855,INTERFACE,2.099374250876334,0.21972953883921054,False,34.02125267187983,24,0.21972953883921054,16,1296
L24_S990000,68,0.35714285714285715,INTERFACE,2.099374250876334,0.21433481389307685,False,33.10076596376781,24,0.21433481389307685,16,1360
L24_S990000,72,0.3392857142857143,INTERFACE,2.099374250876334,0.20956426465226663,False,31.544741378387144,24,0.20956426465226663,16,1424
L24_S990000,76,0.32142857142857145,INTERFACE,2.099374250876334,0.20549244988519766,False,30.111242128686634,24,0.20549244988519766,16,1488
L24_S990000,80,0.32142857142857145,INTERFACE,2.099374250876334,0.2020335325749717,False,29.667493589542243,24,0.2020335325749717,16,1552
L24_S990000,84,0.3125,INTERFACE,2.099374250876334,0.1988724724769898,False,28.842142138379902,24,0.1988724724769898,16,1616
L24_S990000,88,0.29464285714285715,INTERFACE,2.099374250876334,0.1959734809421616,False,27.483283457870318,24,0.1959734809421616,16,1680
L24_S990000,92,0.29464285714285715,INTERFACE,2.099374250876334,0.1938067300512316,False,27.044269545008095,24,0.1938067300512316,16,1744
L24_S990000,96,0.2767857142857143,INTERFACE,2.099374250876334,0.19199905065238398,False,25.924574981110574,24,0.19199905065238398,16,1808
L24_S990000,100,0.26785714285714285,INTERFACE,2.099374250876334,0.19094608924236323,False,24.793102784808493,24,0.19094608924236323,16,1872
L24_S990000,104,0.25892857142857145,INTERFACE,2.099374250876334,0.19056856343031425,False,24.125949405068404,24,0.19056856343031425,16,1936
L24_S990000,108,0.25,INTERFACE,2.099374250876334,0.1911794550481769,False,23.142768288269504,24,0.1911794550481769,16,2000
L24_S990000,112,0.25,INTERFACE,2.099374250876334,0.19095988767568162,False,22.91475123438319,24,0.19095988767568162,16,2064
L24_S990000,116,0.24107142857142858,INTERFACE,2.099374250876334,0.1907689581822386,False,22.123636719716252,24,0.1907689581822386,16,2128
L24_S990000,120,0.25,INTERFACE,2.099374250876334,0.19119643238018735,False,22.198828983308083,24,0.19119643238018735,16,2192
L24_S990000,124,0.23214285714285715,INTERFACE,2.099374250876334,0.19111533274652714,False,21.175414165966252,24,0.19111533274652714,16,2256
L24_S990000,0,1.0,INTERFACE,2.099374250876334,2.099374250876334,False,89.55073253334693,24,19.785003174518554,64,272
L24_S990000,1,0.9732142857142857,INTERFACE,2.099374250876334,2.099374250876334,False,86.67006637567454,24,18.479361326617735,64,336
L24_S990000,2,0.9285714285714286,INTERFACE,2.099374250876334,2.099374250876334,False,83.01393624256626,24,17.145084578800493,64,400
L24_S990000,3,0.9017857142857143,INTERFACE,2.099374250876334,2.099374250876334,False,80.36503399438321,24,15.963178822325247,64,464
L24_S990000,4,0.8660714285714286,INTERFACE,2.099374250876334,2.099374250876334,False,76.98402391140381,24,14.71176529140577,64,528
L24_S990000,5,0.8214285714285714,INTERFACE,2.099374250876334,2.099374250876334,False,73.42593581741527,24,13.51903360835882,64,592
L24_S990000,6,0.7857142857142857,INTERFACE,2.099374250876334,2.099374250876334,False,70.14238446517462,24,12.260856571152974,64,656
L24_S990000,7,0.75,INTERFACE,2.099374250876334,2.0993742508763344,False,66.73275131969199,24,11.122404777568775,64,720
L24_S990000,8,0.7232142857142857,INTERFACE,2.099374250876334,2.099374250876334,False,63.86607564018302,24,9.891978627337284,64,784
L24_S990000,9,0.6785714285714286,INTERFACE,2.099374250876334,2.099374250876334,False,60.66899366126939,24,8.653585342987768,64,848
L24_S990000,10,0.6517857142857143,INTERFACE,2.099374250876334,2.099374250876334,False,57.50661683289266,24,7.32968511342465,64,912
L24_S990000,11,0.6160714285714286,INTERFACE,2.099374250876334,2.099374250876334,False,54.453230572186214,24,6.162286869545305,64,976
L24_S990000,12,0.5803571428571429,INTERFACE,2.099374250876334,2.099374250876334,False,51.14219822870164,24,4.929485510450561,64,1040
L24_S990000,13,0.5446428571428571,INTERFACE,2.099374250876334,2.099374250876334,False,48.04577658614428,24,3.6692517247287784,64,1104
L24_S990000,14,0.5178571428571429,INTERFACE,2.099374250876334,2.0993742508763336,False,45.25433863948382,24,2.5696668391508934,64,1168
L24_S990000,15,0.48214285714285715,INTERFACE,2.099374250876334,1.5603232798676379,False,42.28456212344888,24,1.560323279867638,64,1232
L24_S990000,16,0.44642857142857145,INTERFACE,2.099374250876334,1.125312293338527,False,39.54545445437072,24,1.125312293338527,64,1296
L24_S990000,17,0.42857142857142855,INTERFACE,2.099374250876334,1.0490796553447992,False,38.26704625631096,24,1.0490796553447992,64,1360
L24_S990000,18,0.4017857142857143,INTERFACE,2.099374250876334,0.9881924634666445,False,36.264575879069945,24,0.9881924634666445,64,1424
L24_S990000,19,0.39285714285714285,INTERFACE,2.099374250876334,0.9392115466650268,False,35.08732652358571,24,0.9392115466650268,64,1488
L24_S990000,20,0.36607142857142855,INTERFACE,2.099374250876334,0.8998119990944784,False,33.1816569640398,24,0.8998119990944784,64,1552
L24_S990000,21,0.35714285714285715,INTERFACE,2.099374250876334,0.8680795158517004,False,32.07128497277464,24,0.8680795158517004,64,1616
L24_S990000,22,0.3482142857142857,INTERFACE,2.099374250876334,0.8425774939175803,False,31.046501357278967,24,0.8425774939175803,64,1680
L24_S990000,23,0.3482142857142857,INTERFACE,2.099374250876334,0.821802565741751,False,30.55357521626738,24,0.821802565741751,64,1744
L24_S990000,24,0.33035714285714285,INTERFACE,2.099374250876334,0.8041195319479074,False,29.512136234875722,24,0.8041195319479074,64,1808
L24_S990000,25,0.32142857142857145,INTERFACE,2.099374250876334,0.7891734317748327,False,28.508230061737915,24,0.7891734317748327,64,1872
L24_S990000,26,0.2857142857142857,INTERFACE,2.099374250876334,0.7766084576365674,False,26.27198443455903,24,0.7766084576365674,64,1936
L24_S990000,27,0.29464285714285715,INTERFACE,2.099374250876334,0.7668360929692939,False,26.17590635527055,24,0.7668360929692939,64,2000
L24_S990000,28,0.29464285714285715,INTERFACE,2.099374250876334,0.7637153756244092,False,26.03226121134538,24,0.7637153756244092,64,2064
L24_S990000,29,0.2857142857142857,INTERFACE,2.099374250876334,0.7557519202077626,False,25.28567336620629,24,0.7557519202077626,64,2128
L24_S990000,30,0.2767857142857143,INTERFACE,2.099374250876334,0.7509484803516892,False,24.485435582521884,24,0.7509484803516892,64,2192
L24_S990000,31,0.2767857142857143,INTERFACE,2.099374250876334,0.7465478305120932,False,24.29976992589863,24,0.7465478305120932,64,2256
L24_S990000,0,1.0,DISPERSED,2.099374250876334,2.099374250876334,False,89.55073253334693,24,19.785003174518558,1,272
L24_S990000,64,0.5625,DISPERSED,2.099374250876334,0.06439190036054221,False,52.14330028225233,24,0.06439190036054221,1,336
L24_S990000,128,0.38392857142857145,DISPERSED,2.099374250876334,0.05983254014977202,False,36.1000505906187,24,0.05983254014977202,1,400
L24_S990000,192,0.17857142857142858,DISPERSED,2.099374250876334,0.6294726253096408,False,17.25956886918543,24,0.6294726253096408,1,464
L24_S990000,256,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,0.9925894960336054,1,528
L24_S990000,320,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,9.826115643635173,1,592
L24_S990000,384,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,14.094835933990217,1,656
L24_S990000,448,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,18.158230117305212,1,720
L24_S990000,512,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,21.401419432043262,1,784
L24_S990000,576,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,24.43405736470823,1,848
L24_S990000,640,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,24.90714748596751,1,912
L24_S990000,704,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,26.486931855066672,1,976
L24_S990000,768,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,27.755797848081293,1,1040
L24_S990000,832,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,28.006793378690208,1,1104
L24_S990000,896,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,30.67905105441426,1,1168
L24_S990000,960,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,31.524420658811533,1,1232
L24_S990000,1024,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,31.04735549816284,1,1296
L24_S990000,1088,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,31.988944114566664,1,1360
L24_S990000,1152,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,32.75145640857242,1,1424
L24_S990000,1216,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,32.61047453344523,1,1488
L24_S990000,1280,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,32.931116240944355,1,1552
L24_S990000,1344,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,34.24884170789811,1,1616
L24_S990000,1408,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,34.88323136356614,1,1680
L24_S990000,1472,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,35.99714158318861,1,1744
L24_S990000,1536,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,36.51094760385765,1,1808
L24_S990000,1600,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,36.289954673506315,1,1872
L24_S990000,1664,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,37.56825809267679,1,1936
L24_S990000,1728,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,38.3032636722306,1,2000
L24_S990000,1792,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,38.84833221470108,1,2064
L24_S990000,1856,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,38.91534529475681,1,2128
L24_S990000,1920,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,40.1689101805124,1,2192
L24_S990000,1984,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,40.14898711156215,1,2256
L24_S990000,0,1.0,DISPERSED,2.099374250876334,2.099374250876334,False,89.55073253334693,24,19.785003174518558,4,272
L24_S990000,16,0.6160714285714286,DISPERSED,2.099374250876334,0.8030152832485916,False,56.784821345757976,24,0.8030152832485916,4,336
L24_S990000,32,0.45535714285714285,DISPERSED,2.099374250876334,0.27194178739811214,False,42.15840835868803,24,0.27194178739811214,4,400
L24_S990000,48,0.29464285714285715,DISPERSED,2.099374250876334,1.3999126205294554,False,27.955469133786174,24,1.3999126205294556,4,464
L24_S990000,64,0.10714285714285714,DISPERSED,2.099374250876334,0.3171581495455501,False,10.395157639413826,24,0.3171581495455501,4,528
L24_S990000,80,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,4.449442894581338,4,592
L24_S990000,96,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,10.705637890525402,4,656
L24_S990000,112,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,16.773398630740232,4,720
L24_S990000,128,0.008928571428571428,DISPERSED,2.099374250876334,0.45039075947685375,False,0.45039075947685375,24,19.696846066748325,4,784
L24_S990000,144,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,22.093175942221954,4,848
L24_S990000,160,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,25.128282160114527,4,912
L24_S990000,176,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,28.65108558883943,4,976
L24_S990000,192,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,29.235310947202112,4,1040
L24_S990000,208,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,30.816234645148555,4,1104
L24_S990000,224,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,30.706005675805148,4,1168
L24_S990000,240,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,31.55072358369321,4,1232
L24_S990000,256,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,32.3644797581799,4,1296
L24_S990000,272,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,33.87839030004921,4,1360
L24_S990000,288,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,34.66225308182612,4,1424
L24_S990000,304,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,35.34825283591169,4,1488
L24_S990000,320,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,35.2151015505607,4,1552
L24_S990000,336,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,35.94867654886922,4,1616
L24_S990000,352,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,37.12165550996707,4,1680
L24_S990000,368,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,37.292102486801554,4,1744
L24_S990000,384,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,37.981205162366244,4,1808
L24_S990000,400,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,39.187377584290104,4,1872
L24_S990000,416,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,40.27363915278737,4,1936
L24_S990000,432,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,40.749227405815,4,2000
L24_S990000,448,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,41.188253277605035,4,2064
L24_S990000,464,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,41.17272709192484,4,2128
L24_S990000,480,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,41.808755754329326,4,2192
L24_S990000,496,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,42.31160501061602,4,2256
L24_S990000,0,1.0,DISPERSED,2.099374250876334,2.099374250876334,False,89.55073253334693,24,19.785003174518558,16,272
L24_S990000,4,0.875,DISPERSED,2.099374250876334,2.099374250876334,False,78.90804998571362,24,13.886541487615887,16,336
L24_S990000,8,0.75,DISPERSED,2.099374250876334,2.099374250876334,False,68.37938988323063,24,11.16880168322128,16,400
L24_S990000,12,0.6339285714285714,DISPERSED,2.099374250876334,2.099374250876334,False,58.41829763883659,24,8.921066961638662,16,464
L24_S990000,16,0.5267857142857143,DISPERSED,2.099374250876334,2.099374250876334,False,48.558677111602144,24,7.4382770787385155,16,528
L24_S990000,20,0.41964285714285715,DISPERSED,2.099374250876334,2.099374250876334,False,38.897440650300474,24,9.009700014608866,16,592
L24_S990000,24,0.30357142857142855,DISPERSED,2.099374250876334,2.099374250876334,False,28.537233545544254,24,6.354021458942912,16,656
L24_S990000,28,0.19642857142857142,DISPERSED,2.099374250876334,2.099374250876334,False,18.637788871922552,24,6.8929755543650995,16,720
L24_S990000,32,0.08928571428571429,DISPERSED,2.099374250876334,2.099374250876334,False,8.459756323358864,24,7.783072497155363,16,784
L24_S990000,36,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,7.989354174029036,16,848
L24_S990000,40,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,16.56652214882954,16,912
L24_S990000,44,0.008928571428571428,DISPERSED,2.099374250876334,0.45921749851261906,False,0.45921749851261906,24,19.116493867256366,16,976
L24_S990000,48,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,21.83005124319938,16,1040
L24_S990000,52,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,23.94088751467303,16,1104
L24_S990000,56,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,25.132430124554098,16,1168
L24_S990000,60,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,26.83718727341103,16,1232
L24_S990000,64,0.008928571428571428,DISPERSED,2.099374250876334,0.4510090626059019,False,0.4510090626059019,24,27.159258646475774,16,1296
L24_S990000,68,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,28.883788251366305,16,1360
L24_S990000,72,0.008928571428571428,DISPERSED,2.099374250876334,0.45153689459044527,False,0.45153689459044527,24,29.933841805622677,16,1424
L24_S990000,76,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,31.543323194706165,16,1488
L24_S990000,80,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,32.12030866367157,16,1552
L24_S990000,84,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,33.65680457092818,16,1616
L24_S990000,88,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,33.73444961696016,16,1680
L24_S990000,92,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,34.563013719598814,16,1744
L24_S990000,96,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,35.7948399739893,16,1808
L24_S990000,100,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,35.844695257673855,16,1872
L24_S990000,104,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,36.9369787011683,16,1936
L24_S990000,108,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,37.109838789805956,16,2000
L24_S990000,112,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,37.66038287293596,16,2064
L24_S990000,116,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,38.032835640880315,16,2128
L24_S990000,120,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,38.65760848166241,16,2192
L24_S990000,124,0.0,DISPERSED,2.099374250876334,0.0,True,0.0,24,39.183405931271686,16,2256
